Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
2771369,00000118,false,Rx,1,4,00,49,00,00,00,00,00,00,
2780861,00000118,false,Rx,1,4,00,4A,00,00,00,00,00,00,
2791372,00000118,false,Rx,1,4,00,4B,00,00,00,00,00,00,
2800848,00000118,false,Rx,1,4,00,4C,00,00,00,00,00,00,
2811373,00000118,false,Rx,1,4,00,4D,00,00,00,00,00,00,
2820838,00000118,false,Rx,1,4,00,4E,00,00,00,00,00,00,
2831413,00000118,false,Rx,1,4,00,4F,00,00,00,00,00,00,
2832002,17F0000F,true,Rx,1,8,00,0F,00,00,00,00,00,80,
2841561,00000118,false,Rx,1,4,00,40,00,00,00,00,00,00,
2851643,00000118,false,Rx,1,4,00,41,00,00,00,00,00,00,
2861341,00000118,false,Rx,1,4,00,42,00,00,00,00,00,00,
2871662,00000118,false,Rx,1,4,00,43,00,00,00,00,00,00,
2881879,00000118,false,Rx,1,4,00,44,00,00,00,00,00,00,
2892368,00000118,false,Rx,1,4,00,45,00,00,00,00,00,00,
2902119,00000118,false,Rx,1,4,00,46,00,00,00,00,00,00,
2912431,00000118,false,Rx,1,4,00,47,00,00,00,00,00,00,
2922245,00000118,false,Rx,1,4,00,48,00,00,00,00,00,00,
2932385,00000118,false,Rx,1,4,00,49,00,00,00,00,00,00,
2942124,00000118,false,Rx,1,4,00,4A,00,00,00,00,00,00,
2952228,00000118,false,Rx,1,4,00,4B,00,00,00,00,00,00,
2962125,00000118,false,Rx,1,4,00,4C,00,00,00,00,00,00,
2972858,00000118,false,Rx,1,4,00,4D,00,00,00,00,00,00,
2982375,00000118,false,Rx,1,4,00,4E,00,00,00,00,00,00,
2992616,00000118,false,Rx,1,4,00,4F,00,00,00,00,00,00,
3002366,00000118,false,Rx,1,4,00,40,00,00,00,00,00,00,
3012617,00000118,false,Rx,1,4,00,41,00,00,00,00,00,00,
3022366,00000118,false,Rx,1,4,00,42,00,00,00,00,00,00,
3032613,00000118,false,Rx,1,4,00,43,00,00,00,00,00,00,
3042364,00000118,false,Rx,1,4,00,44,00,00,00,00,00,00,
3052609,00000118,false,Rx,1,4,00,45,00,00,00,00,00,00,
3062865,00000118,false,Rx,1,4,00,46,00,00,00,00,00,00,
3073363,00000118,false,Rx,1,4,00,47,00,00,00,00,00,00,
3083123,00000118,false,Rx,1,4,00,48,00,00,00,00,00,00,
3093849,00000118,false,Rx,1,4,00,49,00,00,00,00,00,00,
3103476,00000118,false,Rx,1,4,00,4A,00,00,00,00,00,00,
3113874,00000118,false,Rx,1,4,00,4B,00,00,00,00,00,00,
3123461,00000118,false,Rx,1,4,00,4C,00,00,00,00,00,00,
3133857,00000118,false,Rx,1,4,00,4D,00,00,00,00,00,00,
3143445,00000118,false,Rx,1,4,00,4E,00,00,00,00,00,00,
3153853,00000118,false,Rx,1,4,00,4F,00,00,00,00,00,00,
3163452,00000118,false,Rx,1,4,00,40,00,00,00,00,00,00,
3173849,00000118,false,Rx,1,4,00,41,00,00,00,00,00,00,
3183437,00000118,false,Rx,1,4,00,42,00,00,00,00,00,00,
3193845,00000118,false,Rx,1,4,00,43,00,00,00,00,00,00,
